ref_state_id,state_name,ref_district_id,district_name,cattle,buffalo,sheep,goat,horse,pony,mule,donkey,camel,pig,Total_poultry
9,Uttar Pradesh,195,Ghazipur,386272,505965,19171,151400,233,66,140,1038,0,2732,72684
9,Uttar Pradesh,196,Chandauli,338393,323117,17087,89091,104,90,112,292,6,3907,276404
9,Uttar Pradesh,197,Varanasi,306849,243685,9665,124528,48,4,109,55,3,1557,121652
9,Uttar Pradesh,198,Sant Ravidas Nagar,212465,156603,22209,47738,35,0,0,29,0,1064,30495
9,Uttar Pradesh,199,Mirzapur,511188,287582,71717,126877,342,30,113,1784,26,4869,265251
9,Uttar Pradesh,200,Sonbhadra,550069,148632,22718,240083,20,11,3,26,4,2226,153025
9,Uttar Pradesh,201,Etah,90184,593550,2200,98507,412,21,121,95,2,3319,37439
9,Uttar Pradesh,202,Kasganj,79666,527709,5629,84550,783,4,68,85,8,2045,5892
9,Uttar Pradesh,663,Amethi,315654,342664,8094,214207,1211,31,26,44,11,10855,673731
9,Uttar Pradesh,672,Hapur,102115,246786,959,30690,782,5,61,51,0,4686,11239
9,Uttar Pradesh,680,Sambhal,174913,710993,2040,84709,1751,93,34,41,3,3261,26848
9,Uttar Pradesh,682,Shamli,117891,253286,2842,21559,1310,23,121,36,12,5121,296426
