ref_state_id,state_name,ref_district_id,district_name,cattle,buffalo,sheep,goat,horse,pony,mule,donkey,camel,pig,Total_poultry
14,Manipur,272,Senapati,31828,12490,2849,10393,1,3,0,0,0,33385,477638
14,Manipur,273,Tamenglong,10140,3273,64,3456,75,9,0,0,0,11291,228476
14,Manipur,274,Churachandpur,23480,7259,574,3587,5,49,0,0,0,24289,159717
14,Manipur,275,Bishnupur,40228,926,42,2127,10,87,0,0,0,46663,1414731
14,Manipur,276,Thoubal,25982,492,358,3627,29,22,0,0,0,32178,931460
14,Manipur,277,Imphal West,26517,569,386,5297,40,571,0,0,0,19746,1075519
14,Manipur,278,Imphal East,40644,481,1165,7607,3,163,0,2,0,28442,782453
14,Manipur,279,Ukhrul,10810,9149,41,1219,0,2,0,0,0,25907,641464
14,Manipur,280,Chandel,14843,1591,442,1384,2,12,0,0,0,13354,186179
